,A,B,C,D,E,F1,G1,H1,I1,J1,M,N,K1,L,K,I,J,F,G,H,O,P,Q
2016-05-28 15:00:00,-1.3,-8.9,-3.0,-5.1,-4.2,-10.6,-4.6,-4.8,-1.0,-2.5,-11.7,-8.6,-4.1,-7.0,-9.9,-6.7,-41.0,-20.0,-15.1,-19.7,-9.9,-6.7,-41.0
2016-05-28 16:00:00,-1.4,-9.4,-3.2,-5.4,-4.4,-11.1,-4.9,-5.1,-1.0,-2.6,-12.3,-9.0,-4.4,-7.3,-10.4,-7.1,-43.2,-21.1,-16.0,-20.7,-10.4,-7.1,-43.2
2016-05-28 17:00:00,-1.4,-10.1,-3.4,-5.8,-4.7,-11.9,-5.2,-5.5,-1.1,-2.8,-13.2,-9.7,-4.7,-7.9,-11.1,-7.6,-46.2,-22.6,-17.1,-22.2,-11.1,-7.6,-46.2
2016-05-28 18:00:00,-1.6,-11.0,-3.8,-6.3,-5.2,-13.1,-5.7,-6.0,-1.2,-3.1,-14.5,-10.6,-5.1,-8.6,-12.2,-8.3,-50.4,-24.7,-18.7,-24.3,-12.2,-8.3,-50.4
2016-05-28 19:00:00,-1.7,-11.9,-4.0,-6.8,-5.6,-14.1,-6.1,-6.5,-1.3,-3.3,-15.6,-11.3,-5.5,-9.2,-13.1,-8.9,-54.0,-26.6,-20.2,-26.0,-13.1,-8.9,-54.0
2016-05-28 20:00:00,-1.5,-10.4,-3.5,-6.0,-5.0,-12.4,-5.4,-5.7,-1.2,-2.9,-13.7,-9.9,-4.8,-8.1,-11.5,-7.8,-47.5,-23.5,-17.8,-22.9,-11.5,-7.8,-47.5
2016-05-28 21:00:00,-1.3,-8.8,-3.0,-5.1,-4.2,-10.4,-4.6,-4.8,-1.0,-2.4,-11.6,-8.3,-4.1,-6.9,-9.8,-6.6,-40.2,-19.8,-15.0,-19.3,-9.8,-6.6,-40.2
2016-05-28 22:00:00,-1.1,-7.4,-2.5,-4.2,-3.5,-8.7,-3.8,-4.0,-0.8,-2.0,-9.6,-6.9,-3.4,-5.7,-8.2,-5.5,-33.5,-16.4,-12.5,-16.0,-8.2,-5.5,-33.5
2016-05-28 23:00:00,-2.0,-13.7,-4.6,-8.1,-6.2,-14.5,-7.0,-7.6,-1.5,-3.7,-18.3,-12.8,-6.2,-9.6,-14.6,-9.3,-61.9,-29.1,-23.5,-28.6,-14.6,-9.3,-61.9
2016-05-29 00:00:00,-4.3,-29.0,-9.9,-17.3,-12.7,-29.4,-14.6,-16.4,-3.2,-7.9,-39.0,-27.2,-13.0,-19.4,-30.5,-18.8,-130.4,-60.4,-50.1,-59.6,-30.5,-18.8,-130.4
2016-05-29 01:00:00,-6.2,-42.6,-14.5,-25.4,-18.4,-42.4,-21.4,-24.1,-4.7,-11.6,-57.2,-39.8,-18.9,-28.3,-44.4,-27.3,-189.6,-87.8,-73.4,-87.0,-44.4,-27.3,-189.6
2016-05-29 02:00:00,-6.4,-43.1,-14.8,-25.9,-18.8,-43.2,-21.7,-24.5,-4.7,-11.8,-58.2,-40.5,-19.3,-28.9,-45.3,-27.7,-193.1,-89.4,-74.7,-88.6,-45.3,-27.7,-193.1
2016-05-29 03:00:00,-6.2,-42.3,-14.5,-25.4,-18.4,-42.4,-21.3,-24.1,-4.7,-11.5,-57.0,-39.7,-18.9,-28.3,-44.4,-27.2,-189.4,-87.8,-73.2,-86.9,-44.4,-27.2,-189.4
2016-05-29 04:00:00,-6.1,-41.4,-14.2,-24.9,-18.1,-41.6,-20.9,-23.7,-4.6,-11.3,-55.9,-38.9,-18.6,-27.8,-43.6,-26.7,-185.7,-86.2,-71.8,-85.2,-43.6,-26.7,-185.7
2016-05-29 05:00:00,-6.1,-41.6,-14.2,-24.9,-18.1,-41.7,-21.0,-23.7,-4.6,-11.3,-56.1,-38.9,-18.6,-27.8,-43.6,-26.8,-186.2,-86.4,-71.9,-85.3,-43.6,-26.8,-186.2
2016-05-29 06:00:00,-6.3,-42.8,-14.6,-25.6,-18.7,-43.0,-21.6,-24.4,-4.7,-11.6,-58.0,-40.1,-19.2,-28.6,-44.9,-27.7,-191.6,-89.0,-74.3,-87.9,-44.9,-27.7,-191.6
2016-05-29 07:00:00,-6.4,-43.1,-14.8,-25.9,-18.9,-43.5,-21.9,-24.7,-4.8,-11.8,-59.1,-40.6,-19.4,-28.9,-45.5,-28.1,-192.7,-90.0,-75.6,-88.9,-45.5,-28.1,-192.7
2016-05-29 08:00:00,-5.3,-35.7,-12.5,-22.0,-15.9,-36.6,-18.2,-20.8,-4.0,-9.8,-49.5,-34.0,-16.3,-24.0,-38.1,-23.6,-160.5,-75.7,-63.2,-74.3,-38.1,-23.6,-160.5
2016-05-29 09:00:00,-3.3,-21.7,-7.6,-13.9,-9.7,-22.8,-11.3,-12.9,-2.4,-6.0,-30.5,-21.2,-10.1,-14.7,-23.3,-14.6,-100.0,-47.0,-38.9,-46.0,-23.3,-14.6,-100.0
2016-05-29 10:00:00,-1.5,-10.2,-3.5,-6.6,-4.4,-10.9,-5.3,-6.0,-1.1,-2.8,-14.1,-9.9,-4.8,-6.9,-10.7,-6.8,-47.1,-22.2,-18.1,-21.5,-10.7,-6.8,-47.1
2016-05-29 11:00:00,-1.1,-7.4,-2.4,-4.4,-3.1,-7.7,-3.7,-4.2,-0.8,-2.0,-10.1,-7.0,-3.3,-4.9,-7.6,-4.9,-34.4,-15.6,-12.9,-15.2,-7.6,-4.9,-34.4
2016-05-29 12:00:00,-1.2,-7.9,-2.6,-4.5,-3.3,-8.1,-4.0,-4.3,-0.9,-2.2,-10.8,-7.3,-3.6,-5.1,-8.1,-5.2,-36.6,-16.5,-13.8,-15.9,-8.1,-5.2,-36.6
2016-05-29 13:00:00,-1.3,-8.3,-2.8,-4.8,-3.5,-8.6,-4.2,-4.6,-0.9,-2.3,-11.4,-7.7,-3.8,-5.4,-8.6,-5.5,-38.7,-17.4,-14.6,-16.9,-8.6,-5.5,-38.7
2016-05-29 14:00:00,-1.3,-8.8,-2.9,-5.1,-3.7,-9.1,-4.5,-4.8,-1.0,-2.4,-12.1,-8.2,-4.0,-5.7,-9.1,-5.8,-40.9,-18.4,-15.5,-17.8,-9.1,-5.8,-40.9
2016-05-29 15:00:00,-1.4,-9.4,-3.1,-5.4,-3.9,-9.6,-4.7,-5.1,-1.0,-2.6,-12.8,-8.6,-4.2,-6.0,-9.6,-6.1,-43.1,-19.5,-16.4,-18.8,-9.6,-6.1,-43.1
2016-05-29 16:00:00,-1.5,-9.9,-3.3,-5.7,-4.2,-10.1,-5.0,-5.4,-1.1,-2.7,-13.5,-9.1,-4.4,-6.4,-10.2,-6.5,-45.4,-20.5,-17.3,-19.9,-10.2,-6.5,-45.4
2016-05-29 17:00:00,-1.6,-10.6,-3.5,-6.1,-4.5,-10.9,-5.4,-5.8,-1.2,-2.9,-14.4,-9.8,-4.7,-6.8,-10.9,-6.9,-48.6,-22.0,-18.5,-21.3,-10.9,-6.9,-48.6
2016-05-29 18:00:00,-1.7,-11.6,-3.9,-6.7,-4.9,-12.0,-5.9,-6.3,-1.3,-3.2,-15.8,-10.7,-5.1,-7.5,-12.0,-7.6,-53.0,-24.2,-20.3,-23.4,-12.0,-7.6,-53.0
2016-05-29 19:00:00,-1.9,-12.5,-4.2,-7.2,-5.3,-12.9,-6.3,-6.8,-1.4,-3.4,-17.1,-11.6,-5.5,-8.1,-13.0,-8.1,-56.8,-26.0,-21.9,-25.2,-13.0,-8.1,-56.8
2016-05-29 20:00:00,-1.6,-11.0,-3.7,-6.3,-4.7,-11.4,-5.6,-6.0,-1.2,-3.0,-15.1,-10.2,-4.9,-7.1,-11.5,-7.2,-50.4,-23.0,-19.3,-22.2,-11.5,-7.2,-50.4
2016-05-29 21:00:00,-1.4,-9.3,-3.1,-5.3,-3.9,-9.7,-4.7,-5.0,-1.0,-2.5,-12.8,-8.7,-4.1,-6.0,-9.7,-6.1,-43.1,-19.5,-16.3,-18.8,-9.7,-6.1,-43.1
2016-05-29 22:00:00,-1.1,-7.8,-2.5,-4.4,-3.3,-8.2,-4.0,-4.2,-0.9,-2.1,-10.6,-7.2,-3.4,-5.0,-8.1,-5.1,-36.4,-16.3,-13.6,-15.7,-8.1,-5.1,-36.4
2016-05-29 23:00:00,-1.3,-8.9,-3.0,-5.3,-4.0,-9.3,-4.8,-5.0,-1.0,-2.5,-12.0,-8.6,-4.0,-6.1,-9.8,-5.9,-43.4,-19.1,-15.5,-18.7,-9.8,-5.9,-43.4
2016-05-30 00:00:00,-2.1,-14.1,-5.0,-8.8,-6.6,-14.3,-7.8,-8.2,-1.5,-4.1,-18.6,-13.9,-6.3,-10.1,-15.9,-9.2,-69.3,-30.3,-24.2,-30.3,-15.9,-9.2,-69.3
2016-05-30 01:00:00,-2.5,-17.0,-6.0,-10.6,-8.0,-17.1,-9.3,-9.9,-1.8,-5.0,-22.1,-16.8,-7.6,-12.2,-19.2,-11.0,-82.9,-36.4,-28.9,-36.6,-19.2,-11.0,-82.9
2016-05-30 02:00:00,-2.4,-16.0,-5.5,-9.9,-7.4,-16.0,-8.5,-9.4,-1.7,-4.6,-20.4,-15.8,-7.1,-11.5,-18.0,-10.4,-77.8,-34.0,-26.7,-34.4,-18.0,-10.4,-77.8
2016-05-30 03:00:00,-2.1,-14.2,-4.9,-8.8,-6.5,-14.3,-7.6,-8.4,-1.5,-4.1,-18.1,-14.0,-6.2,-10.2,-16.0,-9.3,-69.6,-30.2,-23.7,-30.5,-16.0,-9.3,-69.6
2016-05-30 04:00:00,-1.8,-12.3,-4.3,-7.6,-5.7,-12.5,-6.7,-7.3,-1.3,-3.6,-16.0,-12.2,-5.4,-8.9,-14.0,-8.1,-61.0,-26.4,-20.9,-26.5,-14.0,-8.1,-61.0
2016-05-30 05:00:00,-2.0,-13.4,-4.7,-8.1,-6.2,-13.6,-7.1,-8.2,-1.4,-3.9,-17.3,-13.1,-6.1,-9.7,-15.2,-8.9,-65.7,-28.8,-22.7,-28.9,-15.2,-8.9,-65.7
2016-05-30 06:00:00,-2.9,-19.4,-6.8,-12.0,-9.1,-19.6,-10.2,-12.3,-2.1,-5.6,-25.1,-19.4,-9.0,-14.4,-21.9,-13.2,-95.7,-42.1,-32.8,-42.9,-21.9,-13.2,-95.7
2016-05-30 07:00:00,-5.6,-37.8,-13.4,-23.8,-18.2,-37.9,-19.9,-24.1,-4.2,-11.2,-49.9,-38.3,-17.6,-28.3,-42.7,-26.1,-185.3,-81.8,-65.2,-84.2,-42.7,-26.1,-185.3
2016-05-30 08:00:00,-15.6,-105.8,-38.5,-66.3,-52.0,-107.3,-54.9,-66.2,-12.0,-31.5,-143.1,-106.0,-49.3,-78.4,-117.1,-72.8,-514.8,-228.4,-186.6,-233.7,-117.1,-72.8,-514.8
2016-05-30 09:00:00,-38.7,-260.5,-91.0,-157.6,-122.5,-260.3,-131.2,-159.6,-29.1,-75.2,-343.9,-254.7,-118.2,-187.0,-284.8,-171.7,-1262.6,-551.2,-448.2,-559.9,-284.8,-171.7,-1262.6
2016-05-30 10:00:00,-54.4,-359.8,-123.1,-218.7,-165.6,-358.5,-184.7,-218.3,-39.9,-102.4,-468.0,-349.9,-160.4,-256.1,-389.2,-233.9,-1759.4,-761.5,-610.3,-766.5,-389.2,-233.9,-1759.4
2016-05-30 11:00:00,-50.8,-334.7,-115.2,-206.9,-154.2,-333.4,-175.1,-202.8,-36.9,-95.7,-435.5,-328.7,-149.0,-239.7,-362.7,-218.6,-1650.7,-711.2,-568.2,-717.4,-362.7,-218.6,-1650.7
2016-05-30 12:00:00,-45.8,-301.4,-104.2,-187.6,-139.9,-300.7,-158.5,-182.3,-33.4,-87.1,-395.5,-296.6,-134.8,-215.5,-326.4,-198.0,-1486.5,-641.4,-516.0,-647.0,-326.4,-198.0,-1486.5
2016-05-30 13:00:00,-45.7,-300.9,-104.8,-185.6,-141.2,-301.7,-157.4,-183.9,-33.4,-87.2,-399.0,-295.5,-134.8,-217.0,-327.4,-199.1,-1489.3,-643.1,-519.5,-647.3,-327.4,-199.1,-1489.3
2016-05-30 14:00:00,-50.8,-336.9,-116.4,-204.9,-156.4,-335.9,-174.2,-203.7,-37.2,-96.3,-443.9,-329.2,-149.7,-240.2,-365.7,-219.6,-1638.7,-713.9,-577.4,-719.1,-365.7,-219.6,-1638.7
2016-05-30 15:00:00,-52.2,-341.7,-118.0,-210.6,-158.0,-341.3,-177.1,-205.7,-37.8,-98.1,-448.6,-336.6,-151.9,-243.3,-370.5,-223.3,-1659.8,-724.1,-584.4,-731.8,-370.5,-223.3,-1659.8
2016-05-30 16:00:00,-47.1,-307.1,-106.5,-191.7,-142.1,-308.0,-160.2,-184.4,-33.9,-88.8,-403.5,-303.8,-137.3,-219.4,-333.9,-200.8,-1491.0,-652.6,-526.1,-660.5,-333.9,-200.8,-1491.0
2016-05-30 17:00:00,-37.3,-242.5,-83.8,-151.0,-112.0,-242.9,-126.0,-144.9,-26.7,-70.0,-316.9,-240.8,-107.9,-172.2,-261.9,-157.3,-1171.2,-513.7,-413.7,-520.9,-261.9,-157.3,-1171.2
2016-05-30 18:00:00,-27.5,-179.4,-61.8,-111.3,-82.4,-179.7,-92.6,-107.6,-19.7,-51.6,-233.4,-178.3,-80.0,-127.0,-194.1,-116.4,-867.0,-379.9,-304.7,-385.3,-194.1,-116.4,-867.0
2016-05-30 19:00:00,-19.1,-125.1,-42.9,-77.8,-57.1,-126.4,-64.7,-76.0,-13.8,-35.9,-160.2,-124.7,-56.3,-88.6,-135.7,-82.1,-609.0,-267.1,-209.9,-269.6,-135.7,-82.1,-609.0
2016-05-30 20:00:00,-10.3,-66.9,-22.8,-42.9,-30.5,-68.8,-35.2,-41.6,-7.4,-19.6,-84.3,-67.4,-30.6,-47.9,-72.8,-45.0,-334.6,-145.7,-111.3,-145.9,-72.8,-45.0,-334.6
2016-05-30 21:00:00,-4.4,-27.5,-9.7,-18.1,-12.8,-29.5,-15.0,-18.0,-3.1,-8.2,-35.1,-28.6,-13.0,-20.5,-31.0,-19.5,-145.7,-62.5,-46.5,-62.0,-31.0,-19.5,-145.7
2016-05-30 22:00:00,-2.4,-14.9,-5.5,-9.6,-7.1,-15.8,-8.3,-9.6,-1.7,-4.4,-19.3,-15.8,-6.8,-11.2,-17.4,-10.6,-78.3,-33.7,-25.5,-33.8,-17.4,-10.6,-78.3
2016-05-30 23:00:00,-2.9,-19.0,-6.5,-11.7,-8.6,-19.3,-9.8,-11.3,-2.1,-5.3,-24.0,-19.3,-8.2,-13.4,-21.4,-12.2,-90.6,-40.4,-31.4,-40.8,-21.4,-12.2,-90.6
2016-05-31 00:00:00,-2.6,-18.3,-6.0,-10.9,-8.1,-18.2,-9.1,-10.8,-2.0,-4.9,-22.5,-17.2,-7.9,-12.4,-19.2,-11.5,-83.2,-38.0,-29.4,-37.5,-19.2,-11.5,-83.2
2016-05-31 01:00:00,-2.4,-18.3,-5.9,-10.7,-8.0,-17.9,-8.8,-10.6,-1.9,-4.7,-22.1,-16.4,-7.8,-12.2,-18.3,-11.3,-81.0,-37.4,-28.7,-36.3,-18.3,-11.3,-81.0
2016-05-31 02:00:00,-2.3,-17.1,-5.5,-10.0,-7.5,-16.6,-8.4,-9.9,-1.8,-4.4,-20.5,-15.4,-7.1,-11.3,-17.2,-10.6,-76.2,-34.9,-26.7,-33.8,-17.2,-10.6,-76.2
2016-05-31 03:00:00,-2.1,-15.1,-4.9,-8.8,-6.6,-14.6,-7.5,-8.8,-1.6,-3.9,-18.2,-13.7,-6.2,-9.9,-15.4,-9.4,-68.5,-30.9,-23.7,-29.9,-15.4,-9.4,-68.5
2016-05-31 04:00:00,-1.8,-13.1,-4.3,-7.6,-5.8,-12.7,-6.5,-7.6,-1.4,-3.4,-15.8,-12.0,-5.4,-8.6,-13.4,-8.2,-60.1,-26.8,-20.6,-26.0,-13.4,-8.2,-60.1
2016-05-31 05:00:00,-2.0,-14.3,-4.6,-8.5,-6.3,-13.9,-7.1,-8.3,-1.5,-3.7,-17.5,-13.0,-5.9,-9.3,-14.3,-8.8,-65.4,-29.2,-22.7,-28.2,-14.3,-8.8,-65.4
2016-05-31 06:00:00,-2.9,-20.8,-6.6,-12.6,-9.0,-20.1,-10.5,-12.1,-2.2,-5.4,-26.2,-18.9,-8.6,-13.9,-20.5,-12.7,-95.1,-42.7,-33.8,-41.4,-20.5,-12.7,-95.1
2016-05-31 07:00:00,-5.8,-40.0,-12.8,-24.8,-17.3,-38.9,-20.6,-23.5,-4.4,-10.5,-52.6,-37.0,-16.8,-27.6,-39.8,-24.5,-185.4,-83.0,-67.5,-81.3,-39.8,-24.5,-185.4
2016-05-31 08:00:00,-15.9,-110.2,-36.4,-69.6,-48.4,-104.6,-57.8,-65.2,-12.1,-29.8,-150.4,-103.3,-47.2,-76.1,-113.0,-68.0,-527.2,-227.5,-192.3,-226.6,-113.0,-68.0,-527.2
2016-05-31 09:00:00,-38.7,-265.2,-89.8,-166.7,-119.8,-259.0,-137.3,-157.9,-28.5,-71.9,-354.7,-250.8,-113.6,-184.6,-281.3,-168.3,-1270.9,-554.2,-455.1,-549.1,-281.3,-168.3,-1270.9
2016-05-31 10:00:00,-53.2,-360.4,-124.2,-223.6,-167.3,-358.0,-186.2,-220.5,-39.6,-100.3,-476.1,-346.0,-156.5,-255.4,-388.7,-233.5,-1739.8,-764.6,-616.0,-757.9,-388.7,-233.5,-1739.8
2016-05-31 11:00:00,-49.3,-337.8,-115.5,-208.4,-155.8,-335.5,-172.1,-207.5,-37.2,-94.0,-443.1,-322.4,-146.2,-239.7,-362.2,-217.6,-1607.7,-715.1,-574.2,-708.3,-362.2,-217.6,-1607.7
2016-05-31 12:00:00,-44.2,-305.3,-104.1,-188.4,-140.1,-299.5,-154.2,-186.8,-33.7,-84.6,-404.1,-290.5,-131.9,-216.2,-328.2,-195.1,-1447.9,-640.5,-522.4,-638.6,-328.2,-195.1,-1447.9
2016-05-31 13:00:00,-44.4,-302.8,-104.5,-188.7,-140.9,-298.1,-154.9,-185.4,-33.5,-84.6,-408.6,-290.6,-131.6,-215.5,-331.0,-195.4,-1462.2,-638.5,-526.7,-637.7,-331.0,-195.4,-1462.2
2016-05-31 14:00:00,-49.6,-339.0,-116.2,-209.8,-157.2,-337.7,-173.6,-208.1,-37.1,-94.2,-448.3,-323.6,-147.5,-239.0,-367.2,-218.2,-1628.8,-719.4,-579.6,-710.1,-367.2,-218.2,-1628.8
2016-05-31 15:00:00,-50.0,-344.0,-118.0,-213.6,-158.6,-343.3,-175.4,-211.8,-37.9,-96.1,-452.3,-328.9,-149.6,-243.9,-371.7,-220.4,-1638.5,-730.5,-586.3,-722.4,-371.7,-220.4,-1638.5
2016-05-31 16:00:00,-44.9,-309.1,-106.1,-191.7,-142.8,-307.9,-157.0,-191.0,-34.2,-86.8,-406.9,-296.5,-134.9,-219.3,-335.5,-198.4,-1463.2,-655.9,-528.0,-650.6,-335.5,-198.4,-1463.2
2016-05-31 17:00:00,-35.3,-245.1,-83.9,-151.1,-112.6,-244.4,-123.3,-150.9,-26.7,-68.6,-317.7,-232.2,-106.9,-171.6,-265.1,-157.1,-1149.5,-518.6,-413.1,-510.6,-265.1,-157.1,-1149.5
2016-05-31 18:00:00,-25.9,-181.8,-61.8,-112.2,-82.9,-181.5,-91.7,-111.7,-19.6,-50.6,-233.5,-170.8,-79.0,-126.9,-195.5,-116.2,-851.7,-384.8,-303.7,-376.6,-195.5,-116.2,-851.7
2016-05-31 19:00:00,-18.2,-127.6,-42.9,-78.6,-57.7,-126.7,-64.7,-78.0,-13.7,-34.9,-163.0,-119.1,-55.1,-88.9,-135.9,-81.3,-596.3,-269.5,-211.6,-263.1,-135.9,-81.3,-596.3
2016-05-31 20:00:00,-9.8,-69.0,-22.9,-42.3,-31.0,-68.1,-35.4,-42.3,-7.5,-18.4,-87.8,-64.5,-29.6,-48.3,-73.4,-43.9,-321.7,-145.9,-113.6,-142.4,-73.4,-43.9,-321.7
2016-05-31 21:00:00,-4.2,-29.2,-9.7,-18.0,-13.1,-28.4,-15.2,-18.0,-3.2,-7.7,-37.2,-27.4,-12.5,-20.5,-31.0,-18.7,-138.9,-61.7,-48.1,-60.4,-31.0,-18.7,-138.9
2016-05-31 22:00:00,-2.3,-16.0,-5.5,-10.0,-7.3,-15.6,-8.3,-9.9,-1.7,-4.3,-20.4,-14.4,-7.0,-11.2,-17.2,-10.2,-75.5,-33.8,-26.5,-32.6,-17.2,-10.2,-75.5
2016-05-31 23:00:00,-2.6,-18.9,-6.5,-11.6,-8.5,-19.1,-9.6,-11.6,-2.0,-5.1,-23.4,-16.7,-8.1,-13.1,-19.7,-12.0,-86.0,-40.3,-30.5,-37.9,-19.7,-12.0,-86.0
2016-06-01 00:00:00,-2.2,-15.5,-5.2,-9.3,-7.1,-15.4,-7.8,-9.5,-1.7,-4.2,-20.0,-14.1,-6.7,-10.8,-15.7,-10.0,-72.9,-32.6,-25.9,-31.7,-15.7,-10.0,-72.9
2016-06-01 01:00:00,-2.0,-13.6,-4.6,-8.1,-6.2,-13.4,-6.8,-8.3,-1.5,-3.7,-18.1,-12.6,-5.9,-9.6,-13.7,-8.9,-65.9,-28.5,-23.3,-28.0,-13.7,-8.9,-65.9
2016-06-01 02:00:00,-1.9,-13.3,-4.5,-8.0,-6.1,-13.1,-6.7,-8.1,-1.5,-3.6,-17.8,-12.4,-5.8,-9.4,-13.5,-8.7,-65.0,-27.9,-22.9,-27.5,-13.5,-8.7,-65.0
2016-06-01 03:00:00,-1.9,-13.1,-4.4,-7.8,-6.0,-12.8,-6.6,-7.9,-1.4,-3.6,-17.5,-12.2,-5.7,-9.2,-13.3,-8.5,-63.8,-27.3,-22.5,-27.0,-13.3,-8.5,-63.8
2016-06-01 04:00:00,-1.9,-13.1,-4.4,-7.7,-6.0,-12.6,-6.6,-7.8,-1.4,-3.5,-17.3,-12.1,-5.6,-9.0,-13.1,-8.3,-63.0,-27.0,-22.3,-26.7,-13.1,-8.3,-63.0
2016-06-01 05:00:00,-1.9,-13.6,-4.5,-8.0,-6.2,-13.1,-6.8,-8.1,-1.5,-3.7,-17.9,-12.5,-5.9,-9.3,-13.4,-8.6,-64.9,-28.0,-23.0,-27.6,-13.4,-8.6,-64.9
2016-06-01 06:00:00,-2.1,-15.5,-5.1,-8.9,-7.0,-14.9,-7.6,-9.2,-1.7,-4.2,-20.0,-14.0,-6.7,-10.4,-15.0,-9.7,-72.4,-31.7,-25.9,-31.1,-15.0,-9.7,-72.4
2016-06-01 07:00:00,-3.2,-23.8,-8.1,-13.4,-10.7,-23.2,-11.8,-13.6,-2.6,-6.3,-30.2,-21.4,-10.2,-16.1,-23.7,-15.1,-109.2,-48.6,-39.1,-47.7,-23.7,-15.1,-109.2
2016-06-01 08:00:00,-7.3,-54.2,-18.5,-30.0,-24.8,-53.5,-27.2,-30.8,-5.7,-13.8,-68.9,-49.0,-23.1,-37.1,-56.5,-35.1,-245.2,-111.5,-88.4,-109.2,-56.5,-35.1,-245.2
2016-06-01 09:00:00,-15.2,-109.7,-36.9,-62.5,-51.5,-108.9,-56.2,-64.5,-12.0,-28.3,-143.4,-103.1,-47.1,-76.6,-116.2,-71.4,-497.7,-229.6,-183.7,-226.8,-116.2,-71.4,-497.7
2016-06-01 10:00:00,-22.2,-149.9,-51.7,-88.3,-71.5,-152.7,-78.9,-89.2,-16.5,-40.3,-196.1,-144.4,-65.2,-106.1,-159.4,-96.6,-696.8,-320.8,-252.9,-315.7,-159.4,-96.6,-696.8
2016-06-01 11:00:00,-22.7,-151.7,-51.5,-89.9,-72.1,-152.9,-79.8,-89.9,-16.6,-41.6,-202.1,-146.0,-66.8,-108.1,-162.5,-98.1,-727.9,-322.6,-260.3,-320.9,-162.5,-98.1,-727.9
2016-06-01 12:00:00,-20.6,-138.2,-46.6,-82.8,-65.3,-139.5,-72.0,-81.6,-15.1,-37.9,-185.0,-134.5,-61.9,-98.4,-151.1,-90.4,-663.7,-293.1,-238.0,-294.7,-151.1,-90.4,-663.7
2016-06-01 13:00:00,-19.0,-130.1,-43.5,-78.0,-60.7,-130.7,-68.2,-76.5,-14.3,-35.3,-173.1,-126.4,-57.8,-92.3,-139.0,-84.5,-620.4,-275.4,-222.8,-276.4,-139.0,-84.5,-620.4
2016-06-01 14:00:00,-20.7,-142.4,-48.2,-85.9,-66.8,-145.6,-74.9,-84.1,-16.0,-38.7,-191.7,-139.1,-63.5,-101.7,-151.3,-93.1,-690.5,-304.6,-246.3,-304.3,-151.3,-93.1,-690.5
2016-06-01 15:00:00,-22.0,-150.2,-51.3,-92.0,-71.6,-155.2,-79.6,-90.4,-17.0,-41.4,-204.5,-147.0,-68.7,-107.7,-162.5,-98.9,-740.8,-325.2,-263.0,-323.5,-162.5,-98.9,-740.8
2016-06-01 16:00:00,-21.8,-148.1,-50.4,-90.0,-71.2,-151.2,-77.9,-89.6,-16.5,-41.2,-198.1,-142.0,-68.1,-105.2,-161.6,-96.8,-729.9,-318.7,-255.8,-315.4,-161.6,-96.8,-729.9
2016-06-01 17:00:00,-19.7,-133.7,-45.7,-80.3,-63.6,-133.7,-69.0,-80.3,-14.6,-37.1,-177.4,-126.2,-60.3,-92.7,-143.9,-86.0,-657.7,-283.1,-229.1,-279.2,-143.9,-86.0,-657.7
2016-06-01 18:00:00,-15.4,-103.0,-35.4,-61.1,-48.5,-101.1,-53.7,-62.2,-11.2,-28.6,-136.4,-94.9,-45.1,-69.4,-108.1,-65.5,-508.2,-217.0,-176.3,-209.4,-108.1,-65.5,-508.2
2016-06-01 19:00:00,-9.8,-66.3,-22.4,-38.5,-30.5,-63.6,-33.6,-38.7,-6.9,-18.1,-87.7,-59.8,-27.9,-44.9,-68.4,-40.6,-320.6,-135.8,-112.7,-132.7,-68.4,-40.6,-320.6
2016-06-01 20:00:00,-6.0,-40.8,-13.5,-23.9,-18.8,-39.9,-21.3,-24.4,-4.4,-11.2,-55.6,-37.3,-17.7,-29.2,-43.3,-25.4,-198.0,-85.5,-71.1,-84.2,-43.3,-25.4,-198.0
2016-06-01 21:00:00,-3.5,-24.4,-7.8,-14.1,-11.2,-24.0,-12.9,-14.4,-2.6,-6.7,-33.6,-22.0,-10.7,-17.8,-25.8,-15.2,-118.7,-51.3,-42.9,-50.5,-25.8,-15.2,-118.7
2016-06-01 22:00:00,-2.4,-16.7,-5.4,-9.3,-7.6,-16.3,-8.8,-9.6,-1.8,-4.5,-22.8,-15.3,-7.2,-12.1,-17.4,-10.4,-79.4,-34.6,-29.1,-34.7,-17.4,-10.4,-79.4
2016-06-01 23:00:00,-2.2,-15.5,-5.1,-8.7,-7.1,-14.6,-7.9,-8.7,-1.7,-4.0,-20.3,-14.6,-6.5,-10.9,-16.0,-9.7,-71.8,-31.1,-26.0,-32.0,-16.0,-9.7,-71.8
2016-06-02 00:00:00,-2.0,-14.1,-4.8,-8.2,-6.6,-13.6,-7.3,-8.3,-1.6,-3.9,-18.4,-13.9,-6.1,-10.1,-15.2,-9.1,-69.1,-29.2,-23.8,-30.1,-15.2,-9.1,-69.1
2016-06-02 01:00:00,-1.9,-13.4,-4.6,-7.8,-6.1,-13.0,-7.0,-8.0,-1.5,-3.8,-17.0,-13.4,-5.8,-9.6,-14.9,-8.7,-67.6,-28.1,-22.2,-28.8,-14.9,-8.7,-67.6
2016-06-02 02:00:00,-1.9,-13.1,-4.5,-7.7,-6.0,-12.8,-6.9,-7.9,-1.5,-3.7,-16.7,-13.1,-5.7,-9.4,-14.6,-8.5,-66.3,-27.6,-21.9,-28.2,-14.6,-8.5,-66.3
